"state","population","household.size","race.pctblack","race.pctwhite","race.pctasian","race.pcthisp","age.pct12to21","age.pct12to29","age.pct16to24","age.pct65up","pct.urban","med.income","pct.wage.inc","pct.farmself.inc","pct.inv.inc","pct.socsec.inc","pct.pubasst.inc","pct.retire","med.family.inc","percap.inc","white.percap","black.percap","indian.percap","asian.percap","hisp.percap","pct.pop.underpov","pct.less9thgrade","pct.not.hsgrad","pct.bs.ormore","pct.unemployed","pct.employed","pct.employed.manuf","pct.employed.profserv","pct.occup.manuf","pct.occup.mgmtprof","male.pct.divorce","male.pct.nvrmarried","female.pct.divorce","total.pct.divorce","ave.people.per.fam","pct.fam2parents","pct.kids2parents","pct.youngkids2parents","pct.teens2parents","pct.workmom.youngkids","pct.workmom","num.kids.nvrmarried","pct.kids.nvrmarried","num.immig","pct.immig.recent","pct.immig.recent5","pct.immig.recent8","pct.immig.recent10","pct.pop.immig","pct.pop.immig5","pct.pop.immig8","pct.pop.immig10","pct.english.only","pct.no.english.well","pct.fam.hh.large","pct.occup.hh.large","ave.people.per.hh","ave.people.per.ownoccup.hh","ave.people.per.rented.hh","pct.people.ownoccup.hh","pct.people.dense.hh","pct.hh.less3br","med.num.br","pct.house.occup","pct.house.ownoccup","pct.house.vacant","pct.house.vacant.6moplus","med.yr.house.built","pct.house.nophone","pct.house.no.plumb","value.ownoccup.house.lowquart","value.ownoccup.med","value.ownoccup.highquart","ownoccup.qrange","rent.lowquart","rent.med","rent.highquart","rent.qrange","med.rent","med.rent.aspct.hhinc","med.owncost.aspct.hhinc.wmort","med.owncost.as.pct.hhinc.womort","num.in.shelters","num.homeless","pct.foreignborn","pct.born.samestate","pct.samehouse1985","pct.samecity1985","pct.samestate1985","land.area","pop.density","pct.use.publictransit","violentcrimes.perpop"
"CA",30897,2.88,3,83.04,7.18,18.37,14.75,25.22,12.82,11.14,100,46587,79.85,0.74,45.58,25.8,4.92,16.71,53431,18622,19413,15505,13318,17107,14102,4.42,4.66,15.42,27.15,3.94,65.75,16.49,26.17,9.97,34.51,7.58,27.61,10.89,9.32,3.25,82.64,79.22,90.65,81.33,64.7,71.9,304,1.4,3660,6.94,12.92,20.9,30.05,0.82,1.53,2.48,3.56,80.98,2.32,6.37,4.88,2.82,2.89,2.62,76.75,5,41.33,3,96.64,74.99,2.95,24.4,1973,0.79,0.2,193500,255400,332200,138700,482,614,723,241,675,27.5,26.5,12.4,0,0,11.85,53.69,50.17,87.22,93.99,8.1,3827.7,1.75,261.47
"CA",63126,2.53,1.18,89.76,3.17,13.78,11.12,24.15,11.03,12.11,100,45739,78.29,0.92,53.79,24.44,4.03,19.15,51019,21764,22545,21090,18008,22607,9823,6.84,4.12,10.4,35.8,4.81,66.16,13.97,22.6,7.08,37.84,10.82,28.9,15.11,12.96,2.92,77.58,75.48,90.74,75.2,55.93,66.55,839,2.06,8003,19.91,28.91,37.65,44.38,2.52,3.67,4.77,5.63,83.53,3.78,4.27,2.92,2.47,2.52,2.39,63.5,4.11,49.28,3,91.78,62.24,0.54,12.68,1980,0.8,0.23,195500,255900,332200,136700,573,711,910,337,774,28.9,27.4,11.6,5,936,12.68,38.71,31.55,65.03,80.74,39,1617.6,2.72,541.12
"CA",61842,2.59,0.38,90.3,2.09,15.24,12.51,24.69,11.81,13.09,100,35479,75.19,0.59,44.07,27.94,7.33,22.79,41661,16219,16858,20598,16548,13310,8541,7.73,7.97,19.24,19.18,4.78,61.92,13.53,25.18,11.64,26.31,10.89,28.01,15.94,13.52,3.04,73,70.47,82.63,74.31,57.08,68.1,642,1.45,6736,19.34,32.48,42.41,48.55,2.11,3.54,4.62,5.29,83.97,4.69,5.33,3.74,2.53,2.54,2.53,60.12,5.72,50.36,2,95.96,59.99,1.39,37.6,1966,1.62,0.13,140400,175000,229700,89300,465,572,689,224,641,30,23.9,11.5,57,1,10.89,57.98,45.79,76.55,90.85,18.1,3425.8,1.59,611.64
"CA",53672,3.18,5.66,63.66,24.89,17.02,15.41,27.27,13.07,4.08,100,60651,91.63,0.61,49.7,7.86,3.36,7.98,63114,21497,22706,22110,26663,18895,16401,3.48,2.62,9.37,37.02,3.55,73.68,18.79,21.34,6.29,39.54,6.57,29.32,10.54,8.58,3.46,85.6,83.05,94.89,86.08,62.79,69.61,384,1.16,13805,14.65,22.29,35.39,47.08,3.77,5.73,9.1,12.11,66.13,4.96,7.54,6.35,3.18,3.21,2.97,86.61,5.87,28.13,3,95.68,85.7,0.39,20.97,1979,0.3,0.22,211600,272900,361300,149700,748,888,1001,253,940,28.7,27.6,11.5,0,0,25.72,47.24,40.48,75.28,87.72,15.6,3433.5,0.89,470.21
"FL",22242,2.41,13.43,85.03,0.92,2.5,14.18,24.49,14.31,19.22,100,37080,70.07,1.4,56.04,34.59,4.04,22.87,47931,25161,28239,7168,20000,9480,13416,9.98,4.26,11.54,43.46,3.4,52.96,6.4,35.36,6.06,44.65,9.25,32.32,13.82,11.78,2.8,68.83,64.62,87.32,61.46,54.78,63.18,666,4.28,930,14.73,18.06,21.4,26.77,0.62,0.76,0.89,1.12,94.02,0.66,2.88,1.79,2.21,2.3,2.04,69.48,2.29,46.92,3,91.74,66.88,1.93,21.9,1961,2.37,0.16,91300,138600,233200,141900,340,435,595,255,512,29.2,20.6,11.8,9,3,4.18,27.47,48.88,71.27,81.18,7.2,3087.5,1.58,870.26
"CA",66462,2.55,1.05,92.6,3.27,3.96,13.12,25.05,11.86,13,100,25828,71.05,0.84,34.66,28.7,14.66,18.31,31575,13040,13488,7204,10277,5694,10361,14.31,5.96,19.01,16.64,8.74,55.53,9.42,26.47,11.87,27.55,13.16,24.74,17.96,15.71,2.97,67.38,64.95,72.97,74.45,52.26,62.15,1178,2.26,2543,6.8,21.67,32.72,51.16,0.26,0.83,1.25,1.96,93.75,1.45,4.41,3.17,2.48,2.49,2.47,53.69,4.49,48.58,3,95.84,53.47,2.38,24.36,1974,3.06,0.45,74900,95300,124300,49400,304,373,465,161,439,29.3,21.9,11.3,302,282,3.83,59.04,34.92,68.14,88.76,53.1,1252.4,0.86,631.89
"FL",149377,2.25,28.11,69.61,0.87,7.15,9.95,23.03,10.44,15.54,100,27239,72.13,0.76,41.88,30.16,4.95,12.6,34010,19814,25429,6387,13713,23166,12177,17.11,9.15,25.83,21.85,6.68,58.56,8.78,20.92,11.18,25.77,16.19,38.31,17.29,16.74,2.91,56.97,49.93,64.9,57.06,61.63,68.19,8805,8.85,25963,14.11,26.54,36.76,52.73,2.45,4.61,6.39,9.16,80.73,3.85,6.13,3.22,2.17,2.22,2.12,55.54,8.23,74.76,2,81.75,54.4,3.45,35.8,1964,7.18,0.58,65800,99200,188200,122400,346,420,526,180,486,29.3,24.1,13.7,231,436,17.38,26.09,47.93,78.42,83.17,32.5,4597.3,4.7,1421.42
"FL",10404,2.52,29.58,66.8,1.78,23.76,11.35,25.05,11.92,12.4,100,31741,79.28,1.19,37.73,23.73,6.18,13.47,39358,17028,21486,7386,13525,20328,14316,14.79,7.23,20.85,31.07,5.49,64.47,7.49,34.65,7.18,36.19,12.29,37.74,16.34,14.39,3.23,63.68,52.06,65.04,65.78,60.86,67.26,725,9.52,2380,10,13.15,25.13,33.66,2.29,3.01,5.75,7.7,70.11,4.94,9.53,5.76,2.52,2.73,2.19,65.94,8.67,53.15,2,95.01,60.86,11.98,30.41,1958,2.76,0.25,77600,106700,146500,68900,338,421,506,168,485,29.4,22.9,14.5,0,0,22.88,36.65,57.52,84.66,86.69,2.4,4371.4,7.6,1759
"FL",32387,2.67,28.49,68.81,0.92,4.9,13.96,28.98,14.07,11.48,100,25029,76.99,0.58,27.95,30.37,9.2,14.17,28364,11115,13251,6301,6807,13245,6744,16.27,9.43,29.16,11.94,5.81,60.19,17.78,18.44,17.4,20.61,15.62,30.92,18.46,17.1,3.15,61.24,54.28,68.32,59.71,66.28,72.85,1988,7.7,1198,12.94,18.2,27.71,37.56,0.48,0.67,1.03,1.39,92.49,1.43,6.61,4.41,2.58,2.62,2.52,57.29,5.97,54.14,2,87.6,56.31,3.21,29.04,1974,8.16,0.3,46400,59300,74100,27700,275,381,455,180,458,27.1,22,13.2,53,16,3.7,43.39,46.34,71.64,83.46,17.9,1806.1,0.75,1440.54
"CA",52303,2.89,1.6,86.34,6.35,12.09,12.46,23.03,10.7,15.55,100,48219,76.14,0.97,55.02,30,4.74,23.42,53295,19930,20713,15520,14299,16858,12213,4.37,4.53,12.15,27.19,3.68,62.6,16.53,22.06,8.23,34.4,8.4,24.84,11.51,9.99,3.2,82.98,80.68,91.47,87.54,55.99,67.86,514,1.32,6060,15.31,20.07,26.57,37.05,1.77,2.32,3.08,4.29,84.66,2.98,8.63,6.62,2.84,2.85,2.82,72.34,5.07,41.38,3,96.68,72.17,0,19.13,1975,0.52,0.03,210800,249500,298300,87500,655,765,952,297,845,29.4,25.5,12,0,1,11.59,43.88,47.18,74.95,89.59,19.1,2737.8,0.22,270.09
"CA",40079,2.58,1.82,89.47,4,8.69,24.81,48.68,34.62,7.35,100,19005,78.55,1.23,35.75,16.58,9.49,10.76,28279,10584,11060,7915,7376,5148,7197,32.03,5.03,14.36,31.76,9.2,55.23,8.31,30.57,8.56,26.74,7.78,59.28,13.86,10.82,2.96,61.4,61.02,73.9,62.51,59.93,68.58,688,3.52,2710,24.76,35.39,44.91,56.13,1.67,2.39,3.04,3.8,89.3,1.93,4.84,2.45,2.38,2.49,2.33,34.31,4.73,58.4,2,95.17,32.86,1.14,23.38,1971,3.26,0.23,82400,106100,132500,50100,296,402,512,216,456,35.1,23.5,11.7,72,55,6.76,64.52,23.36,51.71,91.12,23.3,1723.7,1.34,449.15
"CA",164730,2.84,2.68,80.56,7.89,16.34,14.15,27.02,12.28,9.41,100,31701,77.63,1.1,34.34,22.98,13.19,15.08,35884,13572,14968,8854,9957,7208,8463,12.98,10.05,25.21,15.82,8.9,58.57,17.31,23.48,15.09,24.01,11.24,27.05,15.96,13.72,3.29,73.47,70.49,80.7,76.98,51.23,60.5,3345,2.73,20951,13.18,26.13,40.07,53.38,1.68,3.32,5.1,6.79,78.75,5.4,7.88,5.73,2.79,2.81,2.76,58.9,8.57,44.52,3,95.2,58.46,1.2,14.76,1974,2.34,0.49,101600,130700,164500,62900,362,448,550,188,517,29.1,23.5,11.6,210,38,12.72,58.07,38.24,69.84,90.43,31.3,5268.3,0.9,813.57
"CA",28061,2.79,0.42,83.69,15.02,3.35,12.18,19.3,9.92,12.1,100,86674,82.98,1.2,75.24,23.49,1.84,16.94,95602,40660,42193,23919,10091,32867,32349,1.44,1.53,5.01,57.87,2.86,62.66,31.26,26.83,2.9,57.92,5.54,24.18,7.57,6.59,3.02,89.97,89.2,96.2,91.92,56.07,58.63,21,0.1,4478,12.59,18.36,24.34,30.19,2.01,2.93,3.88,4.82,81.1,1.93,3.32,2.77,2.76,2.81,2.28,91.24,1.45,13.56,4,97.43,89.43,1.13,40.38,1964,0.09,0.07,471200,500001,500001,28801,544,994,1001,457,1001,25.4,23.5,10.6,0,0,15.96,42.16,61.74,86.66,92.11,12.4,2262.3,0.85,173.3
"CA",71479,3.16,8.91,78.84,3.81,15.9,12.96,29.21,12.85,6.27,100,40679,85.72,0.52,40.04,17.21,6.56,19.85,43574,14490,15714,10114,10556,13323,9264,6.09,5.15,17.65,16.86,4.9,60.2,11.69,18.68,12.56,22.74,8.34,36.96,13.78,10.72,3.19,76.5,74.45,83.58,77.12,57.43,67.41,1061,2.47,5576,11.85,19.78,28.43,35.15,0.92,1.54,2.22,2.74,86.8,2.75,5.45,4.21,2.82,2.88,2.73,65.71,4.87,35.67,3,95.63,64.48,0.48,26.82,1977,1.85,0.2,122800,147900,180700,57900,456,561,686,230,629,27.3,25.6,12.5,0,0,7.8,51.78,35.46,60.8,85.94,23.5,3047.4,1.2,433.92
"FL",121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,100,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,10161,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69,2,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23,13.5,90,98,17.8,22.95,49.56,75.31,83.24,28.2,4308.2,2,822.7
"CA",51638,3.77,0.62,35.44,34.33,49.66,17.19,31.91,15.97,8.05,100,29770,80.37,0.87,28.07,20.08,17.5,11.88,30905,9796,12601,10771,9424,8792,8413,20.02,26.03,46.16,9.96,8.41,56.21,21.64,17.73,21.77,15.41,6.57,39.48,10.97,8.81,4.08,74,66.59,80.16,78,49.53,55.16,2109,5.27,24987,18.06,27.35,38,56.9,8.74,13.24,18.39,27.53,27.96,24.51,23.14,19.12,3.72,3.47,3.96,46.02,35.92,69.7,2,96.94,49.32,2.77,32.56,1957,3.2,0.99,149800,193900,242800,93000,465,581,697,232,648,30.7,24.8,11.8,0,3,48.39,38.8,44.96,83.32,85.84,5.3,9728.3,5.62,1262.31
"FL",10084,2.75,20.39,76.19,1.86,13.52,14.24,23.45,13.29,14.67,100,41670,75.4,0.93,56.26,34.39,1.99,11.43,49597,21428,25186,8298,800,22334,13821,11.12,4.96,14.97,36.73,4.8,62.12,6.68,30.7,7.41,39.5,8.74,32.25,11.19,10.06,3.13,76.42,72.66,84.01,72.78,72.58,77.59,172,2.78,2416,11.92,20.12,31.37,44.62,2.86,4.82,7.52,10.69,71.14,4.07,7.22,5.1,2.61,2.64,2.39,87.49,6.35,44.16,3,93.59,86.36,0,36.65,1953,0.76,0.66,80900,104900,150800,69900,357,490,654,297,597,29.2,23.6,13.2,0,0,23.96,29.29,53.22,82.67,86.48,2.6,3896.4,2.87,1425.33
"FL",26326,2.18,12.86,83.17,1.7,11.94,9.5,27.81,12.36,11.58,100,27708,80.8,0.66,36.19,22.98,4.59,11.62,32611,15273,16645,8824,8089,9078,9319,10.36,7.27,21.69,17.46,4.61,69.27,11.48,16.11,10.5,21.62,17.01,38.23,19.08,18.04,2.8,63.04,59.9,70.87,56.28,67.88,74.23,962,6.27,4372,20.29,34.58,45.17,55.63,3.37,5.74,7.5,9.24,79.46,4.61,3.61,1.88,2.14,2.16,2.13,49.64,6.27,78.2,2,87.19,49.29,2.08,23.96,1971,5.69,0.32,71400,89200,113000,41600,410,471,546,136,541,27.7,22.8,13,0,0,16.61,22.18,37.35,71.74,77.38,6.6,3993.6,2.92,1607.89
"FL",72411,2.25,28.48,69.97,0.57,5.36,8.76,21.07,9.39,22.29,100,29683,64.92,0.44,46.49,40.34,5.48,17.17,35559,17382,21714,6416,151620,14767,12685,16.05,9.75,26.27,18.38,6.34,52.13,8.53,19.79,11.55,24.81,13.75,30.07,14.77,14.29,2.79,55.82,45.27,67.94,59.32,62.25,70.64,4619,8.12,10268,12.32,24.26,35.26,52.09,1.75,3.44,5,7.39,83.56,4.1,6.25,3.63,2.17,2.14,2.23,62.26,7.58,75.84,2,75.28,63.26,1.08,27.4,1972,6.32,0.28,67100,99300,168200,101100,374,470,595,221,542,29.3,23.5,12.9,11,64,14.18,26.12,49.14,79.45,84.32,21.1,3435.7,3.53,2682.28
"CA",40213,2.99,8.72,58.22,4.27,49.74,14.95,33.07,15.3,6.01,100,28838,83.53,0.43,21.64,16.71,12.25,11.28,30750,10924,12625,9049,10695,11208,8010,15.59,12.32,29.69,13.37,9.69,61.56,14.58,23.82,17.7,21.47,11.82,33.33,16.1,14,3.5,67.71,62.92,75.42,74.43,52.54,59.09,1726,6.06,6801,19.53,31.58,42.45,54.2,3.3,5.34,7.18,9.17,63.69,7.75,11.45,8.23,2.96,3.16,2.74,55.57,15.68,62.4,2,91.19,52,3.07,12.91,1978,6.25,0.53,76100,98500,125600,49500,387,484,556,169,534,29.4,25.2,12.1,100,9,16.91,57.47,37.98,64.85,88.29,14.6,2746,0.62,1095.4
"CA",143050,3.21,1.5,67.32,20.51,23.47,14.27,30.28,14.73,7.99,100,39882,84.78,0.61,35.25,19.72,9.42,14.63,41930,13976,16069,16515,12939,9827,8412,10.42,11.29,25.6,16.14,6.21,65.8,25.3,15.87,16.03,23.14,9.45,35.41,13.81,11.61,3.51,75.52,68.8,86.85,76.93,60.23,66.04,2606,2.55,43608,22.85,35.18,50.05,65.42,6.97,10.72,15.26,19.94,60.56,13.28,13.64,10.69,3.17,3.02,3.38,56.84,18.4,46.76,3,96.86,59.6,1.31,12.93,1963,2.19,0.49,169900,199700,236600,66700,582,694,852,270,745,32.2,24.1,10.9,47,15,30.48,40.42,45.29,76.93,85.64,18.6,7697.5,2.96,616.67
"CA",22580,4.01,1.18,38.97,1.43,82.74,17.23,33.45,16.75,6.82,100,32128,82.62,0.71,20.61,22.3,12.18,13.04,32070,8876,11715,9836,10362,8927,7381,17.68,37.18,59.31,5.41,9.65,61.12,35.42,11.95,33.69,9.64,7.51,39.24,11.09,9.28,4.24,74.46,66.15,82.08,82.95,54.11,56.54,1150,6.53,10024,19.65,30.19,39.5,49.06,8.72,13.4,17.53,21.78,25.13,29.07,27.91,22.97,3.96,3.76,4.21,51.74,38.97,68.83,2,97.22,54.61,1.86,19.88,1955,5.63,1.29,127700,157000,186100,58400,409,519,658,249,576,28.1,27.6,11.8,0,1,44.39,44.34,52.02,87.33,89.02,2.5,9119.5,5.34,1129.23
"CA",210943,3.07,9.63,57.54,22.8,24.96,15.55,28.46,14.21,9.43,100,26876,73.47,0.77,29.84,24.22,21.3,15.57,30315,11331,14141,7789,8358,6914,7884,21.37,17.72,33.37,15.01,10.28,52.95,12.32,24.75,15.68,23.97,11.45,34.43,15.18,13.36,3.57,66.98,63.94,75.84,73.25,47.6,55.78,8807,5.48,47721,13.65,27.23,42.14,59.27,3.09,6.16,9.53,13.41,63.46,11.42,14.25,10.19,3,2.87,3.12,46.39,16.76,57.29,2,94.86,48.48,4.77,19.46,1970,4.84,0.68,77600,107200,145000,67400,319,404,495,176,476,29.5,22.2,11.8,514,60,22.62,53.77,43.67,78.27,89.39,54.5,3873.4,2,1564.23
"CA",22762,3.65,2.35,24.26,21.54,62.45,16.97,30.39,15.04,9.67,0,21054,80.13,1.24,17.57,27.35,18.65,10.93,21787,7491,11418,5192,6320,7544,5975,23.66,42.9,58.07,7.6,23.83,48.85,5.56,17.87,11.4,14.15,6.45,32.71,10.05,8.26,3.96,70.47,61.53,68.64,76.11,58.93,66.59,1139,5.28,9075,15.48,24.19,37.29,49.85,6.17,9.64,14.87,19.88,31.76,24.15,21.46,17.77,3.64,3.65,3.63,53.51,33.13,56.91,2,96.2,53.38,2.03,24.8,1965,8.68,1.79,53600,65400,79600,26000,221,305,374,153,374,26.5,22.8,11.6,0,0,39.87,45.9,51.54,80.87,90.85,8.8,2572.6,0.35,747.58
"CA",27025,2.43,1.43,88.19,4.39,4.8,13.19,25.8,12.43,13.38,0,21812,68.1,0.48,40.8,30.5,15.74,18.87,28542,12915,13691,6368,6427,8137,8868,18.66,6.78,20.72,18.03,8.55,54.62,12.28,27.02,13.48,24.09,14.75,31.41,18.62,16.77,2.99,63.6,61.51,74.28,62.27,54.53,63.59,409,1.99,1506,10.69,13.15,23.71,39.91,0.6,0.73,1.32,2.22,92.15,2.06,5.13,3.11,2.35,2.4,2.29,51.82,5.09,60.11,2,94.53,50.72,5.59,31.37,1949,4.47,1,64800,82100,105400,40600,260,340,427,167,393,30.1,21.3,12,173,27,5.61,60.94,45.73,76.34,90.29,9.8,2757.7,1.16,1089.42
"CA",108635,2.77,1.46,85.15,3.72,23.36,13.04,28.88,13.69,11.32,100,32895,76.46,1.15,41.63,25.99,7.52,16.7,37558,14647,15586,10548,9018,14024,7419,11.21,9.94,22.05,18.25,6.23,63.89,15.33,18.21,12.69,24.86,10.43,29.37,15.68,13.12,3.2,73.13,69.03,81.29,73.99,60.2,67.47,2453,3.27,18657,23.45,36.61,45.49,56.63,4.03,6.29,7.81,9.73,76.25,7.66,8.85,6.26,2.73,2.68,2.79,50.88,10.22,59.37,2,93.4,51.91,0.87,18.57,1977,2.65,0.56,138900,169500,223400,84500,481,570,664,183,621,30.7,27.2,11.6,134,19,17.17,40.99,30.71,74.85,82.76,36.9,2942.1,2.05,624.28
"FL",12123,2.01,0.5,98.01,0.91,2.76,8.06,17.47,8.07,26.74,100,35862,63.2,0.25,62.11,41.26,3.31,35.81,43898,23359,23568,13000,10081,11914,10938,5.24,2.75,9.8,34.74,3.72,49.05,15.66,20.76,7.62,39.88,13.06,24.87,13.54,13.3,2.51,70.44,66.79,81.5,81.24,54.51,67.47,83,0.79,922,6.4,11.5,14.21,17.57,0.49,0.87,1.08,1.34,92.8,0.95,1.31,0.8,2.01,2.03,1.97,68.87,1.3,62.67,2,72.84,68.23,0.18,16.75,1971,2.24,0,91400,127000,174700,83300,374,475,628,254,549,25.4,19.1,12.9,0,3,7.61,14.2,49.31,69.49,76.14,5.1,2382.7,0.18,620.31
"CA",14378,2.51,0.61,92.71,3.64,9.03,11.73,21.03,9.62,17.98,0,34796,68.44,1.38,51.95,36.54,6.98,23.68,40504,16583,16812,14671,13590,16472,10363,8.35,4.22,16.06,19.4,5.14,57.03,7.99,20.68,8.94,27.33,9.02,22.03,13.24,11.26,2.95,77.92,75.46,84.54,77.99,62.71,70.92,202,1.88,882,6.8,15.19,22,25.28,0.42,0.93,1.35,1.55,90.02,1.79,3.99,2.85,2.48,2.5,2.46,68.6,3.86,44.13,3,94.47,68.24,0.3,29.55,1973,0.89,0.38,158100,207700,279000,120900,431,513,663,232,568,31.7,27.4,10.7,0,0,6.13,56.45,46.42,73.89,94.18,5.9,2451.9,0.73,696.31
"FL",12778,3.05,1.31,94.6,0.99,8.41,15.14,29.13,12.51,6.28,100,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,11754,10183,0,11566,7269,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,118,1.22,660,18.94,27.73,31.67,35,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3,94.46,82.33,1.63,25.61,1979,5.08,0.14,53100,64700,84200,31100,336,423,502,166,557,24,21.4,11.5,0,0,5.17,38.7,52.39,78.87,84.8,9.3,1366.9,0.18,618.06
"CA",25098,1.88,0.98,93.7,4.21,4.99,7.58,17.67,8.15,30.19,100,32834,52.5,0.8,63.66,50.9,3.57,30.04,51381,25695,25729,20543,15092,29765,18320,4.83,4.14,13.68,31.57,2.9,48.61,16.74,28.9,5.31,45.09,10.31,26.84,11.49,10.98,2.62,81.61,80.59,87.21,79.77,52.09,68.34,96,0.5,2459,11.31,15.66,20.62,22.65,1.11,1.53,2.02,2.22,89.87,1.09,1.56,0.73,1.86,1.83,1.95,74.71,1.29,72.82,2,92.8,75.87,0.1,34.62,1965,0.53,0,268600,353600,435700,167100,598,790,1001,403,821,24.5,22.6,11.9,0,2,9.8,37.02,56.45,70.07,89.45,12.1,2067.4,1.08,243.44
"CA",47669,3.67,10.69,48.15,5.75,60.83,17.52,34.48,17.09,5.76,100,29015,82.87,0.17,19.07,17.36,13.46,9.78,30540,9429,10697,10428,11244,10813,7225,17.6,27.22,49.9,6.93,9.88,60.47,31.58,14.27,29.4,12.39,9.33,38.77,14.45,11.91,4.08,67.03,60.64,75.66,72.13,50.41,57.64,3242,9.17,17901,17.26,27.44,37.41,48.55,6.48,10.3,14.05,18.23,40.6,20.54,24.16,18.8,3.64,3.47,3.77,40.34,34.24,77.69,2,94.66,42.35,2.18,14.87,1965,6,1.08,116600,147200,184700,68100,477,593,687,210,654,30.5,25.4,11.4,0,2,37.55,44.87,40.17,86.79,90.07,4.9,9784.3,3.53,1964.89
"CA",41100,2.46,0.67,91.56,2.71,12.86,10.92,25.28,11.96,11.96,100,46374,76.78,1.01,48.11,23.47,2.69,17.09,55026,23841,24416,12671,38290,21158,12271,6.99,3.32,9.64,32.37,3.66,67.45,11.7,21.55,7.56,33.65,10.75,29.92,14.3,12.51,2.9,78.58,76.82,92.26,70.8,57.93,65.06,309,1.15,4994,21.13,28.87,36.96,45.37,2.57,3.51,4.49,5.51,84.92,3.84,4.05,2.77,2.46,2.51,2.38,59.8,5.2,52.31,2,89.19,58.59,0,16.54,1974,1.17,0.28,238200,308500,414900,176700,614,721,913,299,774,30.5,28.1,11.8,14,0,12.15,44.8,33.85,71.37,86.1,18.1,2271.2,1.11,315.14
"FL",358548,2.75,27.39,65.64,0.63,62.46,12.16,24.63,11.87,14.8,100,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,6494,11615,8705,31.17,30.89,52.37,12.79,11.02,53.19,14.37,18.31,19.42,17.35,15.22,36.73,18.49,16.93,3.3,52.46,42.21,54.24,56.78,57.24,63.53,33871,13.06,214128,16.93,26.03,33.06,48.59,10.11,15.55,19.74,29.02,26.73,34.27,11.24,7.37,2.7,2.86,2.61,35.11,26.86,82.86,1,90.11,33.09,9.76,31.22,1962,9.93,1.44,60000,79200,101000,41000,255,346,438,183,404,32.7,24.3,13.2,896,268,59.72,24.12,45.67,80.02,81.34,36.9,9728.3,13.15,3829.21
"FL",22965,2.4,0.81,97.24,1.48,3.48,11.45,21.81,9.95,13.82,100,44688,78.28,0.37,56.48,27.02,1.47,15.11,51654,26185,25816,15298,29078,61962,18358,4.51,2.41,9.11,38.21,2.57,65.61,14.41,24.99,5.93,42.24,9.14,25.8,14.03,11.7,2.86,78.49,78.94,90.75,77.65,69.62,76.67,110,0.67,1625,11.75,15.82,19.45,25.97,0.83,1.12,1.38,1.84,91.39,0.67,2.24,1.56,2.4,2.48,2.16,76.59,1.32,50.05,2,78.52,74.01,0.23,27.96,1980,0.82,0.21,94600,137700,213500,118900,522,620,790,268,724,26.7,22.3,12.8,0,1,7.08,22.06,39.34,69.14,76.37,27.2,843.4,0.36,343.74
"CA",15197,2.5,1.22,91.62,2.69,4.74,24.16,45.34,31.54,8.78,0,18551,77.96,1.06,43.21,20.43,8.81,12.49,28549,10676,11021,6129,10306,4001,6416,28.12,4.66,14.28,36.89,9.44,53.91,11.52,32.8,12.16,28.56,7.97,56.24,12.63,10.29,2.87,61.38,60.14,71.33,53.4,54.29,66.3,203,2.57,703,10.67,14.94,19.49,24.04,0.49,0.69,0.9,1.11,91.65,1.18,3.46,2.01,2.29,2.44,2.17,46.13,3.51,58.81,2,96.37,43.17,0.44,18.78,1966,3.57,0.89,72800,91400,122100,49300,275,382,476,201,430,35.1,20.3,11.6,0,3,4.63,61.19,33.1,60.23,90.63,8.4,1816.1,1.2,399.28
"CA",53762,3.42,8.58,43.92,33.44,25.08,15.7,28.93,13.78,6.35,100,46988,90.27,0.59,38.79,14.43,9.71,11.33,49834,14865,16895,15648,19741,13493,11494,6.51,9.5,22.53,20.58,4.49,70.57,25.99,16.64,18.45,21.29,7.55,31.96,11.29,9.45,3.72,78.88,73.74,88.58,82.09,67.12,73.46,966,2.53,17393,14.53,24.84,37.04,47.2,4.7,8.04,11.98,15.27,55.15,7.75,13.51,11.25,3.39,3.41,3.36,67.71,15.01,42.03,3,96.57,67.41,0.72,34.41,1975,1.26,0.39,178400,229300,276300,97900,598,703,867,269,768,27.6,25.6,11.9,0,6,32.35,46.09,50.13,76.59,88.73,19.4,2766.7,6.89,551.55
