"Name","State","Schooltype","All.test.std","App.accept","Acc.Rate","Pct.Yield","Total.students","Student.Faculty","Grad.rate","Pct.fac.degree","In.Tuition","Room.board"
"Bloomsburg Univ. of Pennsylvania","PA",1,0.027188196,3028,44.70692455,33.85072655,6793,18,75,68,3086,2948
"California University of Pennsylvania","PA",1,-1.386770486,1505,54.80699199,68.30564784,5576,16.3,58,66,2278,2940
"Edinboro University of Penn.","PA",1,-0.776373022,3074,69.5632496,43.88418998,7135,19,54,60,3086,3650
"Kutztown University of Penn.","PA",1,-0.22006141,2840,48.29931973,40,6784,19.4,57,58,3512,2970
"Lock Haven University of Pennsylvania","PA",1,-0.119616258,2215,62.04481793,29.39051919,3715,16.1,63,55,2954,3620
"Millersville University of Penn.","PA",1,0.22035195,3075,51.15621361,31.2195122,6678,16.8,71,74,3086,3830
"Shippensburg University of Penn.","PA",1,0.089000597,3281,56.39394981,34.01402012,5568,18.8,72,83,3086,3504
"Slippery Rock University of Penn.","PA",1,-0.737740271,3113,66.87432868,39.86508191,6919,16.9,56,74,2954,3256
"West Chester University of Penn.","PA",1,-0.312780012,3539,54.42940634,38.76801356,9388,15.3,52,79,3086,4108
"University of the Arts","PA",2,-0.69910752,704,72.27926078,41.19318182,1184,7.5,57,59,12520,3860
"Philadelphia Coll. of Textiles and Sci.","PA",2,-0.428678264,1259,81.85955787,37.17235902,2706,12.9,68,80,11690,5062
"Point Park College","PA",2,-0.804520653,744,85.02857143,27.82258065,2575,14.5,66,90,9700,4830
"Robert Morris College","PA",2,-0.956940492,771,85.00551268,50.19455253,4429,18.5,58,58,6540,4326
"Seton Hill College","PA",2,-0.312780012,794,84.82905983,24.81108312,962,11.2,71,71,11240,4180
"Saint Francis College","PA",2,-0.428678264,824,78.77629063,34.46601942,1674,19.3,69,64,10880,5050
"Saint Josephs University","PA",2,0.428968805,2003,79.51568083,38.74188717,3787,17.4,83,90,12750,6350
"Saint Vincent College","PA",2,-0.196881759,595,85,46.72268908,1217,12.3,88,64,10850,3936
"Susquehanna University","PA",2,0.653038759,1512,72.13740458,30.75396825,1608,13.9,90,86,16130,4710
"Swarthmore College","PA",2,2.445598399,1255,39.18201686,32.90836653,1387,8.8,95,97,19124,6584
"Temple University","PA",1,-0.173702109,5145,64.41717791,46.62779397,19392,11.2,45,87,5314,5282
"Thiel College","PA",2,-0.922171016,951,82.40901213,26.60357518,931,11.6,60,76,11172,4958
"University of Pennsylvania","PA",2,2.423741106,5232,42.2139745,47.09480122,9736,6.3,93,96,17020,7270
"University of Pittsburgh-Main Campus","PA",1,0.2435316,6383,74.34195201,39.21353595,17427,7.8,66,93,4962,4560
"University of Scranton","PA",2,0.653038759,2942,65.80183404,30.93133923,4167,14.1,92,83,11584,5986
"Ursinus College","PA",2,0.722577711,1026,73.33809864,30.01949318,1148,11.6,79,85,14900,5160
"Villanova University","PA",2,1.093452119,5588,72.01959015,26.43163923,7654,13.4,96,90,15925,6507
"Washington and Jefferson College","PA",2,0.923468015,1100,84.29118774,30.36363636,1249,12.1,86,91,16260,4005
"Westminster College","PA",2,0.390624407,866,86.94779116,43.5334873,1483,12.5,80,78,12065,3615
"Wilkes University","PA",2,-0.66047477,1431,87.7375843,30.32844165,2406,13.3,67,92,11150,5130
"Wilson College","PA",2,-0.428678264,130,77.84431138,35.38461538,875,8.3,67,76,11428,5084
"York College of Pennsylvania","PA",2,0.004008545,1855,62.06088993,37.25067385,4714,18.1,99,75,4990,3560
"Allentown Coll. of St. Francis de Sales","PA",2,-0.003718005,780,66.15776081,37.17948718,1768,13.3,74,84,9690,4785
"La Roche College","PA",2,-1.525848389,321,88.91966759,57.63239875,1469,14.2,52,73,8842,4782
"Pennsylvania State Univ. Main Campus","PA",1,0.753483912,10344,53.55423246,33.35266821,30963,18.1,63,96,4966,4060
"Clarion University of Pennsylvania","PA",1,-0.969536776,2497,91.13138686,47.57709251,5433,19.2,63,65,3086,2924
"Brown University","RI",2,2.329270393,3239,25.73494359,45.13738808,5992,7.6,97,100,19528,5926
"Bryant College","RI",2,-0.019171105,1786,81.25568699,35.38633819,3560,19,82,84,12600,6410
"Providence College","RI",2,0.670532324,3346,65.10994357,29.07949791,5075,18.4,96,74,14400,6200
"Rhode Island College","RI",1,-0.969536776,1767,76.49350649,58.29088851,7588,15.7,47,76,2370,5137
"Rhode Island School of Design","RI",2,0.568046708,842,45.98580011,45.01187648,1846,10,96,69,16684,6672
"Salve Regina University","RI",2,-0.853638524,1257,85.22033898,28.79872713,1671,9.6,71,73,14200,6500
"University of Rhode Island","RI",1,-0.165975559,7751,80.37954993,25.39027222,11350,16.6,63,89,3004,5558
"Roger Williams University","RI",2,-0.961810226,2804,84.86682809,24.21540656,3600,16.4,61,54,12520,6050
"Charleston Southern University","SC",2,-0.297326912,904,75.39616347,43.9159292,2267,19.2,39,61,7730,3170
"Central Wesleyan College","SC",2,-1.501303226,146,83.90804598,60.2739726,1080,15.2,58,62,8300,3080
"The Citadel","SC",1,0.112180248,1242,82.8,49.19484702,2316,17.1,84,94,3076,2439
"Clemson University","SC",1,0.513960856,5257,65.18288903,43.77021115,12525,18,73,88,3036,3610
"Coker College","SC",2,-0.66047477,452,74.83443709,65.26548673,912,12.1,75,77,9888,4502
"College of Charleston","SC",1,0.074194903,3140,65.80050293,40.2866242,8051,17.2,51,78,3060,3460
"Columbia College","SC",2,-0.714560621,614,83.31071913,39.41368078,1205,14.7,76,77,10425,3975
"Erskine College","SC",2,0.22035195,557,84.52200303,29.98204668,567,13.5,67,80,10485,3840
"Furman University","SC",2,0.977553867,1951,90.28227672,35.1101999,2546,13.5,82,95,13440,4048
"Lander University","SC",1,-1.315866022,1009,86.53516295,50.54509415,2415,17,51,77,3340,2987
"Newberry College","SC",2,-0.837178964,722,82.79816514,21.32963989,637,11.4,83,63,10194,2600
"Presbyterian College","SC",2,1.166783646,832,76.89463956,36.29807692,1163,13.4,85,85,11859,3635
"University of South Carolina at Columbia","SC",1,-0.05715645,5815,75.58819706,40.03439381,16255,16.9,63,88,3196,3522
"University of South Carolina at Aiken","SC",1,-0.561134322,560,66.03773585,67.32142857,3267,14.8,48,62,2320,3066
"Coastal Carolina University","SC",1,-1.008169527,1391,75.02696872,52.6240115,4194,17,51,74,2710,4090
"Voorhees College","SC",2,-2.443583293,1006,68.66894198,18.68787276,723,22.9,58,43,4450,2522
"Winthrop University","SC",1,-0.832956636,1805,77.80172414,42.60387812,4065,12.8,59,80,3620,3392
"Wofford College","SC",2,0.703549688,935,62.29180546,29.19786096,1093,15.3,75,92,12680,4150
"Univ. of South Carolina at Spartanburg","SC",1,-1.086180681,553,62.48587571,68.89692586,3265,15.9,38,70,2295,2782.74714081185
"Francis Marion University","SC",1,-1.14724743,1655,91.89339256,49.48640483,3660,19.1,43,76,2920,3138
"Dakota Wesleyan University","SD",2,-0.890258356,182,53.21637427,74.17582418,766,11.4,75,56,7540,2710
"Dakota State University","SD",1,-0.890258356,358,92.98701299,63.96648045,1585,19.4,35,53,1323,2604
"Mount Marty College","SD",2,-0.890258356,276,98.92473118,45.65217391,1035,11.7,44,55,6844,2980
"Northern State University","SD",1,-0.890258356,2054,99.90272374,100,2925,20.2,54,72,1411,2202
"Sioux Falls College","SD",2,-0.110594895,400,91.53318078,52.75,885,14.8,48,73,8990,3064
"South Dakota State University","SD",1,0.279236835,2589,92.23370146,65.70104287,8103,15,67,65,1454,2190
"Austin Peay State University","TN",1,-0.500426626,2154,75.23576668,54.73537604,7535,18.2,36,76,1616,2930
"Belmont University","TN",2,0.436983708,974,79.83606557,49.38398357,2587,11.1,49,61,7800,3664
"Carson-Newman College","TN",2,0.279236835,951,86.77007299,48.79074658,2015,13.6,67,62,8150,3150
"Christian Brothers University","TN",2,0.429257157,520,59.09090909,43.07692308,1432,11.1,63,81,9300,3260
"David Lipscomb University","TN",2,0.11844304,1134,91.52542373,53.88007055,2300,16.2,73,100,5775,3340
"East Tennessee State University","TN",1,-0.773614452,2730,81.98198198,47.72893773,9346,14,42,75,1800,3000
"Fisk University","TN",2,-0.653852924,720,66.7903525,31.38888889,850,12.5,43,74,6240,3690
"Freed-Hardeman University","TN",2,-0.219414004,548,61.22905028,57.29927007,1224,16.1,62,76,5500,3340
"King College","TN",2,0.112180248,300,84.50704225,47.33333333,553,10.7,65,68,8664,3350
"Lambuth University","TN",2,-0.110594895,538,64.74127557,41.63568773,1165,16.1,60,61,5170,3430
"Lee College","TN",2,-0.518638296,498,76.49769585,90.96385542,2011,18.5,52,43,4788,3320
"Lincoln Memorial University","TN",2,0.279236835,562,71.41041931,64.59074733,1530,14.6,53,72,5950,2890
"Maryville College","TN",2,0.014134612,888,60.6557377,19.81981982,752,11.1,51,90,11200,4208
"University of Memphis","TN",1,-0.110594895,2557,65.21295588,66.13218616,15485,16.9,33,80,1974,2500
"Middle Tennessee State University","TN",1,-0.613109009,3423,74.62393721,62.28454572,15426,19.2,39,72,1616,2352
"Milligan College","TN",2,0.279236835,461,75.57377049,40.9978308,734,12,64,69,8200,3300
"Rhodes College","TN",2,1.618857531,1831,79.53953084,21.35445112,1404,10.8,77,96,15200,4768
"Tennessee Wesleyan College","TN",2,-1.317977186,182,78.44827586,54.3956044,639,8.9,36,65,7070,3640
"Tusculum College","TN",2,-1.395242687,372,59.42492013,38.97849462,1023,21.9,52,70,7700,3400
"University of Tennessee at Chattanooga","TN",1,-0.110594895,1338,63.98852224,74.06576981,7117,16.8,39,86,1824,3304
"University of Tennessee at Knoxville","TN",1,0.168665616,5372,71.8854543,56.08711839,18986,16.5,53,92,1830,3262
"University of Tennessee at Martin","TN",1,-0.110594895,1500,77.55946225,74.86666667,5344,19.6,48,73,1900,2890
"University of the South","TN",2,1.585769466,966,66.85121107,33.74741201,1153,10.3,82,93,15350,4080
"Vanderbilt University","TN",2,1.939079609,4690,60.19766397,31.96162047,5590,5.8,83,98,17865,6525
"Bryan College","TN",2,0.034914746,242,76.82539683,44.62809917,425,12.6,62,70,7300,3950
"Abilene Christian University","TX",2,-0.110594895,1232,74.21686747,58.52272727,3422,18.1,60,78,7440,3300
"Angelo State University","TX",1,-0.192371078,2001,56.52542373,50.77461269,5702,23.1,34,62,840,3592
"Austin College","TX",2,0.591514711,798,84.17721519,36.96741855,1135,13,71,95,11280,4342
"Concordia Lutheran College","TX",2,-0.88740154,216,93.10344828,49.07407407,706,12.1,42,76,6900,3800
"Dallas Baptist University","TX",2,-0.26191003,314,87.22222222,49.36305732,2390,14.4,87,48,5400,3270
"East Texas Baptist University","TX",2,-0.500426626,341,89.97361478,77.71260997,1201,15.7,38,62,4950,2780
"East Texas State University","TX",1,-0.66544275,1441,64.93916178,49.89590562,5472,21.8,35,90,1580,3380
"Hardin-Simmons University","TX",2,-0.076472826,424,90.79229122,82.54716981,1699,13.7,38,79,6300,2980
"Howard Payne University","TX",2,-0.918307741,454,87.98449612,70.92511013,1415,12.7,37,59,5190,2992
"Houston Baptist University","TX",2,-0.26963658,330,79.9031477,65.15151515,1677,14,56,71,5400,2340
"Incarnate Word College","TX",2,-0.499321921,927,79.70765262,41.63969795,2241,11.4,95,69,8840,4689
"Lamar University","TX",1,-0.883538265,1725,73.84417808,60.46376812,9496,18.4,26,82,864,3040
"LeTourneau University","TX",2,0.556745235,417,87.42138365,48.92086331,1609,20.8,56,70,8840,4240
"Lubbock Christian University","TX",2,-0.500426626,500,90.90909091,55,1081,11.9,39,47,6612,2954
"McMurry University","TX",2,-0.549544497,411,71.10726644,45.49878345,1357,11,32,64,6930,3452
"University of North Texas","TX",1,0.168665616,2737,61.9511091,74.86298867,19181,22.6,35,94,672,3579
"Our Lady of the Lake University","TX",2,-1.11634123,1336,57.88561525,22.08083832,2144,14.9,37,64,8530,3644
"Rice University","TX",2,2.92464451,1514,19.0800252,41.80977543,2674,8.6,91,100,9950,5725
"Sam Houston State University","TX",1,-0.500426626,3549,73.3415995,44.43505213,11146,27.2,43,90,840,2970
"Schreiner College","TX",2,-0.424167583,413,70.71917808,31.71912833,620,11.8,52,56,8955,5900
"Southwest Texas State University","TX",1,-0.553407772,5316,62.30661041,45.54176072,18083,21.2,39,70,840,3676
"Southwestern Adventist College","TX",2,-0.912692355,318,99.06542056,54.08805031,900,13,36,77,7536,3736
"Southwestern University","TX",2,0.983457606,912,73.31189711,38.59649123,1220,11.3,67,89,11850,4675
"St. Edwards University","TX",2,-0.304406056,1012,79.55974843,37.05533597,2668,15.7,46,72,9428,4070
"St. Marys University of San Antonio","TX",2,-0.115105576,1020,82.05953339,40.58823529,2567,16.2,72,83,8678,3858
"Stephen F. Austin State University","TX",1,-0.429782969,4461,75.99659284,50.93028469,11140,21.4,50,87,780,3610
"Prairie View A. and M. University","TX",1,-2.0979997,2234,92.88981289,47.49328559,5012,19.4,35,93,840,3500
"Tarleton State University","TX",1,-1.038069269,1095,91.63179916,84.29223744,5580,21.9,41,60,840,2784
"Texas Christian University","TX",2,0.189445749,3079,75.18925519,38.81130237,5724,14.8,64,93,8490,3320
"Jarvis Christian College","TX",2,-3.468385196,482,83.82608696,42.73858921,551,12.1,25,48,3750,3060
"Texas College","TX",2,-2.636747048,189,74.40944882,100,543,18.4,26,44,3605,2430
"Texas Lutheran College","TX",2,-0.25418348,423,85.11066398,50.82742317,1324,13.8,50,58,7850,3410
"Texas Southern University","TX",1,-1.317977186,3245,74.6835443,80.24653313,8685,18.2,10,75,780,3360
"Texas Tech University","TX",1,0.12616959,5051,79.74423745,58.5428628,19565,24.7,41,92,780,3688
"Texas Wesleyan University","TX",2,-1.003299793,501,84.62837838,55.68862275,1596,14.5,43,83,6400,3484
"Texas Womans University","TX",1,-1.471762537,777,78.56420627,61.003861,5752,14.3,35,70,647,2942
"Trinity University","TX",2,1.734755783,1818,74.96907216,33.05830583,2205,9.6,93,96,12240,5150
"University of Dallas","TX",2,1.332904474,588,86.34361233,41.83673469,1131,13.4,63,93,10760,6230
"University of St. Thomas","TX",2,1.012252642,280,74.86631016,66.07142857,1403,12.6,62,75,8550,4050
"University of Texas at Arlington","TX",1,-0.425919694,2559,77.99451387,56.58460336,19406,21,29,73,1206,2780
"University of Texas at Austin","TX",1,1.072312933,9572,64.88611714,55.67279565,35206,19.7,65,99,840,3309
"Wayland Baptist University","TX",2,-0.736733812,216,85.37549407,90.74074074,2646,13.6,91,50,5100,2791
"West Texas A&M University","TX",1,-0.619083449,1506,77.23076923,67.92828685,5412,21.9,34,73,672,2706
"Baylor University","TX",2,0.459875005,5349,88.04938272,44.25126192,10403,18.5,72,76,6450,3920
"University of Texas at San Antonio","TX",1,-0.553407772,3100,73.51197534,54.38709677,14832,25.3,50,100,672,5376
"Texas A&M Univ. at College Station","TX",1,0.852106253,10519,72.67514163,60.76623253,34441,23.1,69,91,840,3412
"University of Utah","UT",1,0.494932834,4491,88.14524043,53.44021376,22268,12.8,37,93,1954,3975
"Weber State University","UT",1,-0.500426626,2509,95.32674772,69.74890395,14289,23.9,38,82,1377,2595
"Averett College","VA",2,-0.714560621,556,88.67623604,30.9352518,1315,22.4,48,67,9925,4135
"Bluefield College","VA",2,-1.088291845,358,94.9602122,50.55865922,782,17.8,53,67,7150,4350
"College of William and Mary","VA",1,1.966552289,3106,43.64198398,39.18222795,5320,12.1,93,92,2808,4298
"Christopher Newport University","VA",1,-0.892271275,766,86.74971687,55.87467363,4659,21.2,48,82,2332,4750
"Eastern Mennonite College","VA",2,0.112180248,440,90.53497942,51.59090909,962,11.4,82,65,9650,3800
"Emory & Henry College","VA",2,-0.074720715,646,84.44444444,34.98452012,841,13.9,82,88,8578,4408
"Ferrum College","VA",2,-1.286325333,1107,82.67363704,30.35230352,1133,12.5,22,58,9400,4200
"Hampden - Sydney College","VA",2,0.738030811,644,78.8249694,47.67080745,946,13.3,69,97,13218,4773
"Hampton University","VA",2,-0.529123417,3755,52.3126219,38.16245007,5363,14,70,64,7161,3518
"Hollins College","VA",2,0.222751467,498,82.72425249,43.17269076,869,11.1,72,91,13470,5515
"Longwood College","VA",1,0.010271337,1870,68.07426283,38.71657754,2992,18.4,62,80,2606,3962
"Lynchburg College","VA",2,-0.969536776,1500,85.4214123,24.4,1804,12.4,70,66,12450,5400
"James Madison University","VA",1,0.938921116,5285,47.09079569,39.39451277,10394,17.9,98,81,3900,4544
"Mary Baldwin College","VA",2,-0.436404815,441,88.37675351,45.12471655,1223,6.8,90,79,11200,7400
"Marymount University","VA",2,-0.606388918,772,82.04038257,27.72020725,2023,10.6,55,82,11390,5280
"Old Dominion University","VA",1,-0.397772064,3110,68.06741081,40.22508039,10847,15.1,45,86,3854,4540
"Radford University","VA",1,-0.192371078,4894,85.8295335,35.59460564,8549,19.6,62,83,2924,4110
"Randolph-Macon College","VA",2,0.23580505,1325,74.81648786,23.09433962,1098,10.7,74,80,13840,3735
"Randolph-Macon Womans College","VA",2,0.658942498,616,88.50574713,27.43506494,709,9.2,68,97,13970,6110
"Virginia Commonwealth University","VA",1,-0.374592413,3497,70.46141447,44.809837,15327,8.7,45,87,3034,4182
"Roanoke College","VA",2,0.258984701,1790,80.37718904,24.41340782,1699,13,72,89,13425,4425
"Shenandoah University","VA",2,-0.717417437,620,75.79462103,35.16129032,1115,9.2,59,66,10700,4500
"Sweet Briar College","VA",2,0.429257157,402,87.01298701,36.31840796,568,6.5,61,99,14500,6000
"University of Richmond","VA",2,1.734755783,2718,46.13034623,27.81456954,3448,11.7,100,89,14500,3285
"Mary Washington College","VA",1,0.884835265,2178,50.06896552,34.7107438,3733,17.6,84,80,2026,4942
"Clinch Valley Coll. of  the Univ. of Virginia","VA",1,-1.008169527,561,81.42235123,44.56327986,1547,18.1,46,67,3093,3689
"George Mason University","VA",1,0.034914746,4326,76.52573855,39.92140546,13350,19.3,46,96,4044,4840
"Virginia Intermont College","VA",2,-1.213668758,354,86.13138686,38.98305085,556,12.3,48,65,8170,3980
"Virginia Military Institute","VA",1,0.097374553,683,75.55309735,51.09809663,1191,11.1,68,84,2980,3800
"Virginia Tech","VA",1,0.726440986,11719,74.58630346,36.49628808,19115,13.8,73,89,3926,3176
"Virginia Union University","VA",2,-2.514846811,1610,87.16838116,28.13664596,1365,13.7,30,67,7384,3494
"Virginia Wesleyan College","VA",2,0.073547497,900,61.2244898,31.88888889,1547,15.7,68,81,10900,5100
"Washington and Lee University","VA",2,2.047681065,1096,33.06184012,38.77737226,1587,9.6,90,96,13750,4619
"University of Virginia","VA",1,1.850654036,5384,33.97059751,49.73997028,11392,9.5,95,92,3724,3792
"Christendom College","VA",2,0.721113953,72,88.88888889,70.83333333,142,9.3,58,92,8730,3600
"Bennington College","VT",2,1.008460067,327,63.00578035,34.86238532,459,10.1,55,59,21700,4100
"Castleton State College","VT",1,-0.677032575,940,74.78122514,38.61702128,1841,14.7,79,91,3660,4690
"College of St. Joseph","VT",2,-1.510395288,118,83.68794326,46.61016949,374,9.5,76,53,8300,4850
"Goddard College","VT",2,0.112180248,87,90.625,56.32183908,257,14.5,100,72,13936,5104
"Green Mountain College","VT",2,-0.815005773,628,80.51282051,31.52866242,587,14,76,83,11750,2700
"Johnson State College","VT",1,-1.062255378,669,80.31212485,41.70403587,1569,14.4,36,91,3312,4690
"Marlboro College","VT",2,0.653038759,187,69.7761194,33.68983957,271,7.5,61,72,18375,6075
"Middlebury College","VT",2,2.121083292,1171,33.88310185,38.51409052,2055,10.5,97,91,25750,6578.82026078205
"Norwich University","VT",2,-0.640151935,1625,93.23006311,38.52307692,2244,13.1,63,74,14134,5270
"Saint Michaels College","VT",2,0.135359898,1380,72.2513089,33.55072464,1821,14.5,84,88,13030,5860
"Trinity College","VT",2,-1.201333282,185,83.33333333,49.18918919,1025,10.4,78,78,11010,5208
"University of Vermont","VT",1,0.428968805,6008,78.40271434,28.87816245,9027,9.9,79,90,6210,4928
"Central Washington University","WA",1,-0.950220401,2011,72.20825853,50.07458976,7405,18.1,51,89,2053,3603
"Eastern Washington University","WA",1,-1.939605421,1908,85.52218736,40.19916143,7120,17,47,80,2256,3914
"Gonzaga University","WA",2,0.705301799,1524,80.80593849,34.5144357,2819,14.7,69,90,13000,4450
"Pacific Lutheran University","WA",2,0.215024917,1392,86.83718029,36.20689655,2882,11,83,78,13312,4488
"Seattle Pacific University","WA",2,-0.250967611,1016,85.88334742,40.45275591,2626,16.8,66,85,12669,4875
"Seattle University","WA",2,0.348128381,1540,72.81323877,32.07792208,3340,12.2,89,85,12825,4375
"St. Martins College","WA",2,-0.815751425,165,86.38743455,38.18181818,1068,14.5,40,77,11550,4270
"University of Puget Sound","WA",2,1.170646921,2826,69.88130564,24.34536447,2876,15,63,86,16230,4500
"University of Washington","WA",1,0.537140507,7025,55.10236097,47.58718861,24938,9,65,94,2907,4218
"Washington State University","WA",1,-0.505943766,5839,89.28134557,41.78797739,15789,16.9,56,87,2907,4210
"Western Washington University","WA",1,0.390624407,3563,64.22134102,43.47460006,9415,22.7,61,89,2406,4144
"Whitman College","WA",2,1.554863265,998,53.62708221,35.97194389,1266,10.5,72,83,16670,4900
"Whitworth College","WA",2,0.521975759,926,82.60481713,40.17278618,1430,16.9,80,80,12660,4500
"Evergreen State College","WA",1,0.436695355,1101,61.13270405,39.78201635,3428,18.1,68,78,1785,4600
"Alverno College","WI",2,-0.890258356,313,63.36032389,50.15974441,2552,11.1,55,69,8352,3640
"Beloit College","WI",2,1.259502248,923,69.92424242,30.76923077,1166,11.1,69,95,16304,3616
"Carroll College","WI",2,-0.110594895,991,85.43103448,35.51967709,2094,17.8,79,81,12200,3880
"Carthage College","WI",2,-0.076472826,1427,88.30445545,30.4134548,1985,15.9,62,89,13125,3775
"Concordia University Wisconsin","WI",2,-0.110594895,690,81.65680473,46.8115942,3590,20.5,57,51,9300,3400
"Lakeland College","WI",2,-0.890258356,452,90.94567404,51.10619469,2844,17.2,57,65,9400,4005
"Lawrence University","WI",2,1.309795524,947,76.18664521,34.21330517,1203,10.1,77,92,17163,3891
"Marian College of Fond du Lac","WI",2,-0.890258356,670,81.31067961,50.29850746,1813,8.4,59,37,9400,3400
"Marquette University","WI",2,0.790293851,4600,89.28571429,36.63043478,7820,13.5,77,94,11610,4760
"Milwaukee School of Engineering","WI",2,1.058900296,1088,89.40016434,45.58823529,2657,16.7,67,46,11505,3255
"Mount Mary College","WI",2,-0.273140802,217,92.34042553,55.76036866,1418,10.7,78,51,8950,3119
"Northland College","WI",2,-0.329337817,802,88.42337376,24.93765586,787,15.9,52,75,9570,3750
"Ripon College","WI",2,0.661053663,501,85.34923339,42.11576846,763,9.4,64,90,15200,4100
"St. Norbert College","WI",2,1.035791346,1243,93.17841079,45.69589702,2041,15.1,88,78,12140,4450
"University of Wisconsin at Madison","WI",1,0.768937012,10932,73.36420374,42.3618734,26145,11.5,72,96,2737,4290
"University of Wisconsin at Milwaukee","WI",1,-0.110594895,3782,72.12051869,51.03120042,19004,15.9,38,87,2771,2964
"University of Wisconsin at Green Bay","WI",1,-0.110594895,1939,80.4898298,39.1438886,5166,22.2,46,89,2284,2800
"Viterbo College","WI",2,-0.110594895,518,80.0618238,52.31660232,1401,10.7,73,65,9140,3365
"University of Wisconsin-Stout","WI",1,-0.500426626,1966,75.81951408,52.3906409,6617,21,65,78,1916,2592
"Univ. of Wisconsin at Eau Claire","WI",1,0.137759415,4520,78.89684064,43.29646018,9780,19.3,61,80,2208,2705
"Univ. of Wisconsin at Platteville","WI",1,-0.110594895,2000,73.17965606,45.85,4818,20.6,59,67,1920,2515
"University of Wisconsin-Superior","WI",1,-0.500426626,910,100,37.58241758,1851,15.2,36,81,2050,2780
"University of Wisconsin-Whitewater","WI",1,-0.500426626,3719,84.52272727,39.5805324,9356,23.1,67,95,2300,2500
"Univ. of Wisconsin at OshKosh","WI",1,-0.110594895,2900,60.41666667,52.24137931,9236,19.2,56,78,2158,2394
"Wisconsin Lutheran College","WI",2,0.279236835,128,84.21052632,58.59375,304,8.5,50,48,9100,3700
"Alderson-Broaddus College","WV",2,-1.018752893,498,85.56701031,34.53815261,877,11.5,52,41,10468,3380
"Bethany College","WV",2,-0.08631054,515,77.56024096,40.77669903,722,13,59,80,15700,5750
"Bluefield State College","WV",1,-1.433875438,832,79.54110899,62.25961538,2613,16.3,42,25,1856,2911.42765091243
"Concord College","WV",2,-0.890258356,1469,98.12959252,26.07215793,2801,19.2,49,62,2052,3236
"Davis & Elkins College","WV",2,-1.217532034,501,79.65023847,36.52694611,941,12.8,94,70,9400,4450
"Fairmont State College","WV",1,-1.280090087,1800,72.43460765,100,6613,19.6,50,37,1800,3040
"Glenville State College","WV",1,-1.280090087,1246,100,44.38202247,2264,17.3,65,31,1782,3264
"Marshall University","WV",2,-0.132669841,3666,86.74869853,54.74631751,10042,16.6,50,86,1660,4010
"University of Charleston","WV",2,-0.395013494,535,78.4457478,38.13084112,1382,2.5,57,58,9500,3540
"Salem-Teikyo University","WV",2,-0.424167583,384,78.52760736,31.25,745,13,98,24,10575,3952
"Shepherd College","WV",2,0.015886723,1167,83.06049822,47.72922022,3565,16.5,46,63,2064,3890
"West Liberty State College","WV",1,-1.280090087,1062,91.2371134,45.0094162,2365,16.3,60,33,1900,2890
"West Virginia University","WV",1,-0.207824179,7801,81.00726895,36.93116267,15577,13.4,57,86,2128,4310
"West Virginia Wesleyan College","WV",2,-0.082447265,1400,89.39974457,34.5,1679,16.4,67,81,14200,3775
"Wheeling Jesuit College","WV",2,-0.339175531,755,83.61018826,28.21192053,1276,14.1,72,71,10500,4545
"University of Wyoming","WY",1,0.279236835,1516,74.71660917,70.77836412,9023,15.1,45,94,1908,3422
